Price,Close,High,Low,Open,Volume
Ticker,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
Date,,,,,
2007-10-05,32.54542922973633,35.424697482052096,26.900123201294626,29.0514868911543,855215656
2007-10-08,30.87933349609375,33.64537091874948,30.685224759991605,33.64537091874948,126671715
2007-10-09,32.98215866088867,33.27331948307246,29.22940698628121,30.89549805737403,116725709
2007-10-10,33.28950881958008,33.96888726698826,32.998347881527316,33.83948069921518,67931378
2007-10-11,37.00990676879883,38.82158101766896,32.99834518139679,38.82158101766896,106320954
2007-10-12,36.76726150512695,38.142191798388325,35.90995290573742,36.23346591591656,99410791
2007-10-15,37.25254440307617,37.75399238175067,36.929031276677506,37.52753143810056,41814972
2007-10-16,41.05381393432617,41.700844422111814,37.042252992785215,37.301061677558216,138614496
2007-10-17,44.2566032409668,45.291842522417625,34.324747177407374,36.88050196948446,204876259
2007-10-18,42.70374298095703,48.34904899278738,40.875894629309066,44.96833494637907,146617799
2007-10-19,42.558170318603516,44.28896671248295,40.43915635281395,41.733209075276584,110266491
2007-10-22,41.992000579833984,43.30222652992909,40.60089198840136,41.70083974513797,72253405
2007-10-23,44.98451232910156,45.388903743345445,43.02725525140456,43.02725525140456,74594921
2007-10-24,44.2889404296875,46.42412703223298,43.78749266455501,45.93885316136171,63055170
2007-10-25,44.191898345947266,45.2271420031388,39.0318627353921,42.78461550780248,34522489
2007-10-26,45.518310546875,46.24621513135018,43.75516213153062,44.968336438989255,62370025
2007-10-29,46.4403076171875,47.55642934393309,46.03591632313857,46.26237720297652,43657697
2007-10-30,47.475563049316406,48.75343722778894,45.680062618503946,47.07117165335785,79921711
2007-10-31,48.46227264404297,49.52986848158515,47.556437740607606,47.71819428678729,44655368
2007-11-01,47.37850570678711,50.03131497606693,46.990292605771515,49.65927577545422,50632492
2007-11-02,48.235809326171875,48.526974605161705,45.29183945447605,45.663883002534845,32001693
2007-11-05,49.222530364990234,50.30630012567762,47.912299679528566,48.203464979360426,38833135
2007-11-06,49.86954879760742,53.023801025867414,49.19017051701227,50.07983140190611,81880281
2007-11-07,49.141666412353516,51.50331097134222,48.0417224312893,50.791584577914094,33593141
2007-11-08,48.30051803588867,49.61074874527248,47.23292654343725,47.87995275411746,27990521
2007-11-12,49.46516799926758,50.33865517252419,45.56683229690677,46.844710867425235,35153735
2007-11-13,50.64597702026367,51.66504220257437,48.70489881093802,50.30629008880223,43830531
2007-11-14,49.98277282714844,52.24736387985777,49.723959788368916,51.535633508121585,36738579
2007-11-15,50.82393264770508,51.71359385819153,49.86956704855744,50.9209848427687,29242252
2007-11-16,50.46805191040039,51.61652154978415,49.885725753644834,50.59745626037046,18895294
2007-11-19,52.29591369628906,54.18846652716282,51.22832204191309,51.61653519444617,40716718
2007-11-20,51.48713302612305,53.54144252261235,50.85628059270577,52.08563326512156,26342171
2007-11-21,47.475563049316406,52.10179886391124,46.32708885203763,51.79446403573923,26814499
2007-11-22,45.841827392578125,48.88285474553592,43.85222224547405,46.97412350419017,34096185
2007-11-23,48.8828239440918,49.173984740315156,46.13295930353092,48.85047176941687,27664090
2007-11-26,49.27105712890625,50.694513908374624,48.88284403701158,50.694513908374624,20159123
2007-11-27,48.057884216308594,50.11219335595317,47.55644064766986,50.11219335595317,20573198
2007-11-28,47.346160888671875,49.335770344328076,47.02264772683225,49.1093093758691,16435311
2007-11-29,46.06828689575195,48.78579659906694,45.469786664039404,48.52698782272384,25530967
2007-11-30,47.84760284423828,48.1387637753224,46.26238943017807,46.90941567166612,18437721
2007-12-03,48.52699661254883,49.125496952669344,48.05790068403923,48.42994001289396,16851227
2007-12-04,47.896121978759766,49.254878643722,47.54025672003852,48.85048730152216,14008727
2007-12-05,49.80484390258789,49.98277871042896,47.87994391396798,47.97699607248019,27725290
2007-12-06,48.8828239440918,51.6488580901019,48.25197189566995,50.88860173090584,24104710
2007-12-07,48.672569274902344,49.88574372016342,47.79908630707141,49.190191249132745,11742386
2007-12-10,48.72108459472656,49.31958029104971,48.090232324422594,49.14164984964451,8330010
2007-12-11,48.494625091552734,49.432812186852786,48.2519902709789,49.15782517928368,11685950
2007-12-12,48.46227264404297,48.89901619631353,47.556437740607606,47.87995083296697,16342131
2007-12-13,47.65349578857422,49.17400926530553,47.47556532100952,48.52698300081181,14620172
2007-12-14,47.184391021728516,47.92847371720019,46.941756218669084,47.49173019410786,10991851
2007-12-17,44.33747482299805,47.71818794395025,43.67427043906008,47.45937487170864,19355678
2007-12-18,44.143375396728516,45.6153583256099,42.76844464788838,43.836036180052076,21607783
2007-12-19,43.33457946777344,45.955035801780326,42.96254037315066,45.56681842343628,19526912
2007-12-20,42.897850036621094,44.25660691705124,42.70374128399857,43.90074160189786,17105204
2007-12-24,44.20807647705078,44.90362874992519,43.18900672301207,43.54487200315835,16711519
2007-12-26,45.5506477355957,46.100621662327924,44.450704270057734,44.450704270057734,20930094
2007-12-27,45.874168395996094,47.13586859211166,45.48595092584029,46.48884240047012,44565277
2007-12-28,46.230045318603516,46.42415410255336,45.2918535941673,45.77712336007777,18354518
2007-12-31,46.5697135925293,46.844700559744894,46.00356576093753,46.585891877616405,11982308
2008-01-01,47.427032470703125,47.863776054996016,46.37561484344457,46.812358427737465,16687746
2008-01-02,47.16822052001953,47.78289452111501,46.47266824541341,47.42702924008274,13437280
2008-01-03,49.10930252075195,49.303411268345904,46.31091493904881,46.87706289324015,31815218
2008-01-04,48.85049057006836,50.46805604709772,48.52697747466248,49.821029856285975,28011310
2008-01-07,48.446109771728516,49.56222756165882,47.92848782854883,48.543161966356145,15858063
2008-01-08,46.79619216918945,49.174014838271674,46.23004412359503,48.494636305972726,13282666
2008-01-09,46.05209732055664,47.05498876202026,45.93886686317853,46.84470613427637,13113527
2008-01-10,44.9521598815918,47.55644320720231,44.644820653351026,46.26239068901402,18023003
2008-01-11,45.63154220581055,46.06828584536862,43.83604155161136,45.566837819236014,11629440
2008-01-14,46.32707977294922,46.81234935299732,44.98450147906813,45.71240584914028,10264240
2008-01-15,44.919822692871094,47.265293665401494,44.547783347227956,47.071189233190545,11558334
2008-01-16,43.997802734375,44.96834230698937,42.88168485862556,44.59630301507289,14834065
2008-01-17,45.17861557006836,46.181507032544616,43.221358731315455,44.15954582024081,16169395
2008-01-18,43.075775146484375,44.85509693192632,42.703731626459785,44.806566463800266,13254156
2008-01-21,35.74820327758789,42.70373433448639,31.138139801726613,42.70373433448639,33202389
2008-01-22,32.15721130371094,33.968885612588906,25.541366393195094,32.221913487464356,58755707
2008-01-23,35.74820327758789,37.1231338353469,32.674829089656,32.674829089656,28425991
2008-01-24,35.82908630371094,38.36866513699548,34.13064244798864,37.673112816523265,29911930
2008-01-25,37.67311477661133,37.85104524415448,36.152601300064134,37.5275321119468,12550722
2008-01-28,38.07750701904297,38.368667966769344,34.13064496519897,37.155493694636284,13601109
2008-01-29,37.44664764404297,38.724526060374416,36.88049975618698,38.174552071286385,7679877
2008-01-30,35.37617492675781,37.68929322342189,34.907079073312104,37.52753663781002,9016102
2008-01-31,33.06304168701172,35.84525476429939,32.67482647003195,35.74820041156363,41538563
2008-02-01,34.21151351928711,34.45414830470153,33.32185263943422,33.62918959549984,9089201
2008-02-04,35.97465133666992,36.39521864506225,34.85853200614,34.85853200614,12009385
2008-02-05,37.090789794921875,37.57605951009831,35.26294141200956,36.03937207870628,14593303
2008-02-06,36.76726150512695,37.204004946454006,34.71295520686717,36.07170941082699,12429218
2008-02-07,35.036468505859375,37.51134437050859,34.81000983565983,36.265818393466525,11300078
2008-02-08,34.130645751953125,35.55410271981616,33.499793360730884,35.26294176537816,13514197
