Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2000-01-03,0.8421505093574524,0.8463821917967449,0.7650355602037866,0.7890165672669442,535796800
2000-01-04,0.7711489200592041,0.8322759891419447,0.761274256061347,0.8144082072235389,512377600
2000-01-05,0.7824332118034363,0.8318057242468626,0.7749102926651642,0.7805524694628402,778321600
2000-01-06,0.7147226929664612,0.8050036455635722,0.7147226929664612,0.7984210727392759,767972800
2000-01-07,0.7485783696174622,0.7598636268917186,0.7184850366156273,0.726007955517171,460734400
2000-01-10,0.7354122996330261,0.7692671116434155,0.7128418892356713,0.7673863696705593,505064000
2000-01-11,0.6977952718734741,0.7476379778396942,0.6808678892390111,0.721776278885474,441548800
2000-01-12,0.6559464931488037,0.7184849454334651,0.6507736112775433,0.7147226075382266,976068800
2000-01-13,0.7278887629508972,0.7429354569488963,0.6959146825994911,0.7108434001422518,1032684800
2000-01-14,0.7556312084197998,0.7692673068772014,0.7476380906746496,0.7523399216880253,390376000
2000-01-18,0.7819628715515137,0.7974805615481513,0.7556309785364955,0.759863463903625,459177600
2000-01-19,0.8017124533653259,0.8181696909458214,0.7777314422447832,0.7946588780034443,597643200
2000-01-20,0.8539058566093445,0.9140925114846773,0.8539058566093445,0.8689524952161269,1831132800
2000-01-21,0.8374487161636353,0.859548178450286,0.8289845975482583,0.859548178450286,495924800
2000-01-24,0.7993614077568054,0.848262862603633,0.7908972395034265,0.8158185919186416,440876800
2000-01-25,0.8445013761520386,0.8510848524888667,0.7702083709970506,0.7899568914914853,497145600
2000-01-26,0.8289845585823059,0.8590779399503575,0.8256933225731637,0.8275740145143571,367158400
2000-01-27,0.8275737762451172,0.8501442326777447,0.805003370036583,0.8186394625025439,340144000
2000-01-28,0.7645652294158936,0.8341564444491161,0.7570423122642328,0.8139377790453967,423348800
2000-01-31,0.7805526256561279,0.7814930221266613,0.7109614285441281,0.7598638028561499,701680000
2000-02-01,0.7542206645011902,0.7899570837607072,0.7523399721489904,0.7824333098695323,318035200
2000-02-02,0.7434055209159851,0.7683268748743624,0.7297693737588272,0.7579828678909191,464195200
2000-02-03,0.7772613763809204,0.7843149524877631,0.7542207089591605,0.754690907186986,475193600
2000-02-04,0.8125274777412415,0.8275741201212646,0.7796121502271274,0.7819630907897847,425320000
2000-02-07,0.8581375479698181,0.8595481422688019,0.7970104891870416,0.8125273780446204,441067200
2000-02-08,0.8642510175704956,0.873654579850873,0.8369787181719296,0.8576675395814957,408643200
2000-02-09,0.8473226428031921,0.8811783183817581,0.8459121486971228,0.8586079014787922,299364800
2000-02-10,0.8539058566093445,0.8567269443977986,0.8275739125908148,0.8492039766631189,302982400
2000-02-11,0.8181695938110352,0.8586077874870508,0.8144081092805143,0.85484630295653,212251200
2000-02-14,0.8713036179542542,0.8717738161194295,0.817229272011534,0.8224013011561164,367539200
2000-02-15,0.8952845931053162,0.9023381679941569,0.8666018030231659,0.8670720011697981,485744000
2000-02-16,0.8586075901985168,0.8887017698368065,0.8435609523962624,0.88587987861361,378246400
2000-02-17,0.8642510175704956,0.8689527987106843,0.8510850660748791,0.8666019081405899,289497600
2000-02-18,0.8369784951210022,0.8680121709820915,0.8341565532892499,0.8623699949381838,233441600
2000-02-22,0.8562566041946411,0.8797674062971322,0.8026524294267646,0.8285141711120437,422296000
2000-02-23,0.8745948076248169,0.8952845290792774,0.8350969607536722,0.8519072715432298,473099200
2000-02-24,0.8667188882827759,0.8962249507542207,0.8407400148965671,0.8825888032969584,376432000
2000-02-25,0.8303951621055603,0.8802379218373516,0.8285144700297118,0.8637806859070585,249144000
2000-02-28,0.8520250916481018,0.8651910389655711,0.8153483877982999,0.8285143351157692,328328000
2000-02-29,0.8623701333999634,0.8821186567583591,0.8468524893922198,0.8543761620950499,368961600
2000-03-01,0.980392575263977,0.9935585239238326,0.8915230244992525,0.8919932226016449,1077003200
2000-03-02,0.917854905128479,0.9625248289738577,0.9079802429167171,0.9554720584626535,311259200
2000-03-03,0.9629949331283569,0.9647586028970992,0.9028082708829528,0.9394841242434006,323366400
2000-03-06,0.9455977082252502,0.9714594155046637,0.9404248243488282,0.9479485990218595,210560000
2000-03-07,0.9244377017021179,0.9587635771508985,0.9112717500892147,0.9512398031357795,273011200
2000-03-08,0.917854905128479,0.9324314478304487,0.8919932063814355,0.9244374775458409,271230400
2000-03-09,0.9197357892990112,0.9404246079411542,0.8896424051521015,0.9093909279609277,276718400
2000-03-10,0.9460676312446594,0.9625248665156726,0.9103311684437928,0.9155040508153223,248606400
2000-03-13,0.9126819968223572,0.9517096385768989,0.8990458521993392,0.9187951738837279,303956800
2000-03-14,0.8595485091209412,0.9347827483818459,0.8576677159195804,0.9119771765568864,428579200
2000-03-15,0.8745948076248169,0.9046889935804953,0.8586077704379507,0.8698930273911932,443609600
2000-03-16,0.9145628809928894,0.917854971023637,0.8614288854026501,0.8825888056268255,378100800
2000-03-17,0.9404248595237732,0.9404248595237732,0.8999866032207307,0.903748992939212,305043200
2000-03-20,0.9253779649734497,0.9498290718497837,0.9206760840196484,0.929140253232644,204489600
2000-03-21,1.0151889324188232,1.0288249826456426,0.9150340962167277,0.9220868688799347,524328000
2000-03-22,1.0847796201705933,1.0861910178707248,0.9897969043589276,0.9989663185683441,567996800
2000-03-23,1.063150405883789,1.1313310296723504,1.0532757448791419,1.0683223833873827,562564800
2000-03-24,1.0434012413024902,1.0828990876948785,1.019420233795881,1.0716138308784255,446913600
2000-03-27,1.0499846935272217,1.0890123446384343,1.0297651689666818,1.035408249800524,279182400
2000-03-28,1.0466936826705933,1.068322903318012,1.0316461328051982,1.032586529335597,202966400
2000-03-29,1.0227123498916626,1.0490442481613458,1.0068424351138094,1.0485741504902104,239836800
2000-03-30,0.9460676312446594,1.035878283221476,0.9437166406837513,1.0048438015424255,414400000
2000-03-31,1.0217716693878174,1.0325858202684173,0.9479479807910381,0.9587630357052805,404633600
2000-04-03,1.0029630661010742,1.0495144899209277,0.9738100783512565,1.0194203023074997,328563200
2000-04-04,0.9578231573104858,1.0006122981094836,0.8783572513686443,0.9977912093795845,660329600
2000-04-05,0.9808637499809265,0.9996718782908974,0.9329018274565112,0.9514748064496961,457665600
2000-04-06,0.9418359398841858,1.0118973664608593,0.9272585931641181,0.9827443806404275,259627200
2000-04-07,0.9912078380584717,0.9921481340087499,0.9441870136503154,0.957352965022484,242435200
2000-04-10,0.9404248595237732,0.9987317548868039,0.9385441669057915,0.9907377816658007,212262400
2000-04-11,0.8985757827758789,0.939484122051579,0.8882309224244885,0.9291401657341266,541822400
2000-04-12,0.8219311237335205,0.8952846510060207,0.7890166988753461,0.8952846510060207,941136000
2000-04-13,0.8562566041946411,0.9028080104382472,0.8162885720994218,0.8388590285032539,529827200
2000-04-14,0.8416802287101746,0.8877605893631547,0.8200501151039531,0.822401055002051,667620800
2000-04-17,0.9319612979888916,0.9324314961070783,0.8205204767221551,0.8238126169111131,409561600
2000-04-18,0.9545316696166992,0.9545316696166992,0.8981055876126872,0.9291401687682006,390924800
2000-04-19,0.9112715125083923,0.9799223414735999,0.9009266523914263,0.9493588632418875,520150400
2000-04-20,0.8943440914154053,0.938543816920476,0.8807079449771578,0.9305506502661586,722120000
2000-04-24,0.9065698385238647,0.9065698385238647,0.863310504692129,0.8651911968048287,443620800
2000-04-25,0.9653458595275879,0.9686379491256889,0.9183250484649436,0.9187952465307492,391641600
2000-04-26,0.9126819968223572,0.9629947930567766,0.9028081395657704,0.9526499341859541,366912000
2000-04-27,0.9535907506942749,0.9554723472240162,0.8770639537172861,0.8816486125263,326603200
2000-04-28,0.9333720803260803,0.959233888852155,0.9126824526983686,0.9564127997194809,249580800
2000-05-01,0.9352526664733887,0.9413658452358102,0.9169147373577862,0.9394842490121181,226195200
2000-05-02,0.886820375919342,0.9498290335805522,0.8839992876400147,0.9272586197261806,236432000
2000-05-03,0.8656612634658813,0.9122118767607661,0.8397995660953221,0.8948142468699435,489798400
2000-05-04,0.8327462077140808,0.867072081888931,0.8318058113332711,0.8661316855081214,399515200
2000-05-05,0.8510847687721252,0.863310319589753,0.8329810393243754,0.8336862861593977,284076800
2000-05-08,0.8285145163536072,0.8553165646818516,0.827574120038992,0.8433260596534807,184900800
2000-05-09,0.7932482957839966,0.8369786327799663,0.7890166630550837,0.8299250577551727,327140800
2000-05-10,0.7471680641174316,0.7899572122159546,0.7429355764905381,0.7829036353779043,535091200
2000-05-11,0.773499608039856,0.7843146655646233,0.7448168234977242,0.7626846007391921,499744000
2000-05-12,0.8097063302993774,0.831335595977036,0.7881933836690062,0.7974807765469407,306913600
2000-05-15,0.7598636746406555,0.8129976232080373,0.7532802475441829,0.8129976232080373,678932800
2000-05-16,0.795129120349884,0.8205206269671522,0.7730297043002763,0.7863127784592525,440451200
2000-05-17,0.76268470287323,0.7800822843886603,0.7551609302834201,0.7796120862698799,398092800
2000-05-18,0.7579827904701233,0.7894866637142628,0.7570423943341567,0.7749101720380467,373777600
2000-05-19,0.7071998715400696,0.7466977218790718,0.702497186859586,0.7466977218790718,740667200
2000-05-22,0.676635205745697,0.705318838275814,0.6470120311044026,0.705318838275814,755507200
2000-05-23,0.6456015110015869,0.7024969227821466,0.6441909672930752,0.6808677153673203,517585600
2000-05-24,0.6597080230712891,0.6752248628767383,0.6244418068821368,0.6484228158100801,678462400
2000-05-25,0.6565338969230652,0.697090070471582,0.6470123088025421,0.6658212899965585,406750400
2000-05-26,0.6498333811759949,0.6761652811900071,0.6413701158116126,0.662058934881994,181148800
