Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
23,2007-11-07,49.14166259765625,51.50330697331868,48.041718701976876,50.791580635139404,33593141
24,2007-11-08,48.30051803588867,49.61074874527248,47.23292654343725,47.87995275411746,27990521
25,2007-11-12,49.465171813964844,50.338659054583786,45.566835810968826,46.84471448003583,35153735
26,2007-11-13,50.645992279052734,51.66505776839079,48.70491348491256,50.30630524524928,43830531
27,2007-11-14,49.98280715942383,52.24739976764039,49.72399394287025,51.5356689070293,36738579
28,2007-11-15,50.82392883300781,51.71358997671887,49.8695633054921,50.92098102078698,29242252
29,2007-11-16,50.46803665161133,51.61650594376045,49.88571067091948,50.597440962456574,18895294
30,2007-11-19,52.29591369628906,54.18846652716282,51.22832204191309,51.61653519444617,40716718
31,2007-11-20,51.48713302612305,53.54144252261235,50.85628059270577,52.08563326512156,26342171
32,2007-11-21,47.47555923461914,52.10179467749246,46.32708512962114,51.794459874015025,26814499
33,2007-11-22,45.84180450439453,48.882830339009885,43.85220035067249,46.97410005066695,34096185
34,2007-11-23,48.882850646972656,49.1740116022464,46.13298450426231,48.85049845462493,27664090
35,2007-11-26,49.271053314208984,50.69450998346952,48.88284025237082,50.69450998346952,20159123
36,2007-11-27,48.057884216308594,50.11219335595317,47.55644064766986,50.11219335595317,20573198
37,2007-11-28,47.34614562988281,49.33575444432481,47.022632572305476,49.109293548850005,16435311
38,2007-11-29,46.06827163696289,48.7857804401813,45.46977160348626,48.526971749561135,25530967
39,2007-11-30,47.84760284423828,48.1387637753224,46.26238943017807,46.90941567166612,18437721
40,2007-12-03,48.526981353759766,49.12548150568832,48.057885572752305,48.42992478462329,16851227
41,2007-12-04,47.89613342285156,49.25489041246924,47.540268079101416,48.85049897364587,14008727
42,2007-12-05,49.80485153198242,49.98278636708058,47.87995124849518,47.9770034218744,27725290
43,2007-12-06,48.882850646972656,51.648886303965035,48.25199825393965,50.88862952946901,24104710
44,2007-12-07,48.672550201416016,49.88572417126627,47.79906757587985,49.19017197280413,11742386
45,2007-12-10,48.7210807800293,49.319576429492244,48.09022855911895,49.1416460020184,8330010
46,2007-12-11,48.49462890625,49.432816075349976,48.25199406658996,49.157829046149764,11685950
47,2007-12-12,48.46227264404297,48.89901619631353,47.556437740607606,47.87995083296697,16342131
48,2007-12-13,47.65349197387695,49.17400532889004,47.475561520555715,48.52697911619125,14620172
49,2007-12-14,47.18437957763672,47.92846209263874,46.941744833425886,47.49171867547408,10991851
50,2007-12-17,44.33748245239258,47.71819615508278,43.67427795433336,47.45938303830577,19355678
51,2007-12-18,44.143375396728516,45.6153583256099,42.76844464788838,43.836036180052076,21607783
52,2007-12-19,43.334598541259766,45.955056028646666,42.962559282885934,45.56683847943079,19526912
53,2007-12-20,42.897850036621094,44.25660691705124,42.70374128399857,43.90074160189786,17105204
54,2007-12-24,44.20808029174805,44.90363262464139,43.18901044977422,43.544875760627974,16711519
55,2007-12-26,45.55066680908203,46.100640966105594,44.45072288296319,44.45072288296319,20930094
56,2007-12-27,45.87417984008789,47.13588035095604,45.48596227308464,46.48885399790281,44565277
57,2007-12-28,46.230037689208984,46.424146441124854,45.29184611960357,45.777115805429446,18354518
58,2007-12-31,46.56972122192383,46.84470823418982,46.00357329758154,46.58589950966138,11982308
59,2008-01-01,47.42702865600586,47.863772205170164,46.375611113315955,46.81235466248026,16687746
60,2008-01-02,47.168212890625,47.78288679229781,46.47266072852349,47.42702156882625,13437280
61,2008-01-03,49.10929870605469,49.30340743857072,46.31091134172383,46.87705925193811,31815218
62,2008-01-04,48.85048294067383,50.46804816507431,48.52696989579374,49.82102207531412,28011310
63,2008-01-07,48.44609069824219,49.562208048751096,47.92846895885296,48.54314285465986,15858063
64,2008-01-08,46.79617691040039,49.173998804148276,46.23002904940931,48.49462049337363,13282666
65,2008-01-09,46.05208969116211,47.054980966477935,45.938859252542755,46.844698373571305,13113527
66,2008-01-10,44.95215606689453,47.556439171502255,44.644816864734956,46.26238676312891,18023003
67,2008-01-11,45.63152313232422,46.068266589328225,43.8360232286247,45.566818772795415,11629440
68,2008-01-14,46.327083587646484,46.812353207653,44.984505183213855,45.71240961322363,10264240
69,2008-01-15,44.91980743408203,47.265277609880734,44.54776821481673,47.071173243605,11558334
70,2008-01-16,43.997772216796875,44.968311116229515,42.881655115204616,44.596272082365424,14834065
71,2008-01-17,45.178627014160156,46.18151873067656,43.221369679619,44.159557006194376,16169395
72,2008-01-18,43.07579040527344,44.855112821006905,42.70374675345938,44.80658233568983,13254156
73,2008-01-21,35.748207092285156,42.703738891409635,31.138143124483168,42.703738891409635,33202389
74,2008-01-22,32.15721130371094,33.968885612588906,25.541366393195094,32.221913487464356,58755707
75,2008-01-23,35.748207092285156,37.12313779676325,32.674832576392944,32.674832576392944,28425991
76,2008-01-24,35.82907485961914,38.368652881742236,34.13063154639316,37.673100783434904,29911930
77,2008-01-25,37.6731071472168,37.851037578726256,36.15259397859735,37.527524512035036,12550722
78,2008-01-28,38.0775032043457,38.36866412290287,34.13064154590795,37.15548997230856,13601109
79,2008-01-29,37.44664764404297,38.724526060374416,36.88049975618698,38.174552071286385,7679877
80,2008-01-30,35.37617492675781,37.68929322342189,34.907079073312104,37.52753663781002,9016102
81,2008-01-31,33.06304168701172,35.84525476429939,32.67482647003195,35.74820041156363,41538563
82,2008-02-01,34.21151351928711,34.45414830470153,33.32185263943422,33.62918959549984,9089201
83,2008-02-04,35.97466278076172,36.395230222943006,34.85854309517702,34.85854309517702,12009385
84,2008-02-05,37.09078598022461,37.57605564549223,35.262937785302036,36.03936837214476,14593303
85,2008-02-06,36.76727294921875,37.204016526485546,34.7129660115404,36.07172063842287,12429218
86,2008-02-07,35.03647994995117,37.511356622978276,34.81002120578259,36.26583023910545,11300078
87,2008-02-08,34.13063430786133,35.554090798435645,33.49978212816549,35.26292994162465,13514197
88,2008-02-11,31.720460891723633,34.6159043821907,31.380771757728606,34.6159043821907,15133331
89,2008-02-12,31.154325485229492,32.8851218330676,30.89551450882883,32.67483914884687,10237627
90,2008-02-13,30.701404571533203,32.10868539981974,30.070554393752076,31.70429397893903,10395753
91,2008-02-14,33.386558532714844,33.72624770896333,31.380775661138497,31.380775661138497,12514003
92,2008-02-15,34.340919494628906,34.61590647543523,32.36748893510479,33.2571498572903,12080990
93,2008-02-18,34.14681625366211,35.117357791054864,33.85565532821889,35.117357791054864,6977153
94,2008-02-19,33.7747802734375,34.842374091905114,33.51596931835991,34.76149580556611,7226542
95,2008-02-20,32.93364334106445,33.467441316859514,32.561604122692835,33.45126522172079,5604999
96,2008-02-21,33.16010665893555,33.72625467157349,32.75571522133701,33.46744371271764,3874365
97,2008-02-22,32.73952102661133,32.94980358033265,31.72045385082566,32.06014290942088,2691220
98,2008-02-25,33.01451873779297,33.41891011110396,32.22191208489615,33.12774919990549,6270186
99,2008-02-26,33.143924713134766,33.6130182591669,32.98216816664344,33.32185735306794,7139423
100,2008-02-27,35.08500671386719,36.81580061478634,33.629197652588985,33.629197652588985,43223132
101,2008-02-28,36.071720123291016,36.346707141193264,34.9394242513984,35.424693910780945,35763847
102,2008-02-29,35.55410385131836,36.55699551556865,34.97178192391008,35.84526700898652,16477462
103,2008-03-03,34.065940856933594,35.19823904735402,33.67772552551271,34.00123866735743,10049153
104,2008-03-04,33.19244384765625,34.421793782307454,32.351311298446674,34.29238944980232,11485198
105,2008-03-05,33.807132720947266,33.96888929484722,32.383673554249256,33.35421299764901,8581053
106,2008-03-07,32.07633590698242,33.321862380468566,30.733755052165794,33.321862380468566,14251925
107,2008-03-10,31.9625186920166,32.19012514972866,30.12540674859715,32.125095048251346,11713659
108,2008-03-11,34.59626770019531,34.92142051750635,30.954556587328454,31.702406303076902,19665129
109,2008-03-12,33.718360900878906,35.766824416976,33.393208031818546,35.53921784965055,12262350
110,2008-03-13,29.084924697875977,33.16559506305629,28.288300763454767,32.84044225675509,47000084
111,2008-03-14,31.08461570739746,31.214675947582073,29.296275276899312,29.89780664410763,35798540
112,2008-03-17,29.86528968811035,30.499337154247872,29.231242221972835,30.499337154247872,19211273
113,2008-03-18,30.12540626525879,30.71068157933019,29.328780368423402,29.816509429302414,12632937
114,2008-03-19,30.304248809814453,33.75086710654191,30.109156251189866,31.53982766415847,16449023
115,2008-03-24,30.596887588500977,31.442285795052648,29.930323872383354,31.442285795052648,11636914
116,2008-03-25,31.75118064880371,31.946271016755055,30.824494234512873,31.39351166660073,13232423
117,2008-03-26,31.556081771850586,32.32019162432822,31.214670939784344,31.539823693164912,11448313
118,2008-03-27,32.12510299682617,32.43399991416758,31.08461450049683,31.08461450049683,17425122
119,2008-03-28,32.190128326416016,32.43399508991712,31.344732513617103,32.27141651255533,11599511
120,2008-03-31,31.9625186920166,32.336445634406296,31.53981972478967,32.19012514972866,9914705
121,2008-04-01,32.027565002441406,32.48278035333007,31.62112390615728,32.19014144095506,6034588
122,2008-04-02,32.54780578613281,33.49075031635249,32.190136791035044,32.190136791035044,6087024
123,2008-04-03,32.28767395019531,32.77540305735436,32.02755131869386,32.62908476622327,3883474
124,2008-04-04,32.12510299682617,32.499030031735,31.50731357231036,32.499030031735,5906537
125,2008-04-07,31.995046615600586,32.32019944768696,31.621119535650998,32.173881114264844,4088729
126,2008-04-08,31.182165145874023,32.01130532494406,30.9545585999742,31.94627299318656,5753811
127,2008-04-09,31.263444900512695,31.539823415402246,30.90577599291067,31.27970297905519,3776374
128,2008-04-10,31.881240844726562,32.10884737619245,31.100874963962468,31.21467712715358,7075297
129,2008-04-11,32.027565002441406,32.352717879468706,31.702412125414106,32.19014144095506,4012660
130,2008-04-15,32.51529312133789,32.677869542842906,31.279711876883027,31.8324712689833,6362785
131,2008-04-16,32.07632827758789,33.06804465408178,31.946265848245805,32.84043815908728,4725794
132,2008-04-17,33.31190872192383,34.07601638672283,32.206388012198744,32.56405693109754,14831167
133,2008-04-21,33.848419189453125,34.43369476059384,33.49075237742771,33.81590522749657,7639361
134,2008-04-22,34.40118408203125,34.791369328432424,33.49075772065315,33.81591062259797,8814769
135,2008-04-23,34.43368911743164,34.840130113408165,33.97847608397135,34.466205279143175,5265604
136,2008-04-24,33.21434783935547,34.85636899990545,32.921711365431925,34.791338917376024,8801780
137,2008-04-25,33.49074172973633,33.96221277142489,33.035526561315876,33.81589447642956,4095990
138,2008-04-28,33.620811462402344,34.2711171398511,33.490751208946115,33.523265169768266,4708244
139,2008-04-29,34.09227752685547,34.41743031683708,33.65332258343039,33.81589897842119,6497143
140,2008-04-30,34.319881439208984,34.75883855446801,34.141049182331834,34.433685789115636,6331377
141,2008-05-02,34.628780364990234,35.60423871836083,34.5637480440321,34.84012879285382,5658418
142,2008-05-05,34.46621322631836,35.27909540570473,34.23860445202295,35.084002800618386,7642293
143,2008-05-06,34.17357635498047,34.856398308385764,33.97848594335336,34.189834440553774,5061166
144,2008-05-07,33.68583679199219,34.36865853810751,33.16559364717035,34.14105202443024,4303106
145,2008-05-08,33.279396057128906,33.62080693280938,33.08430570322829,33.425714373825244,3642073
146,2008-05-09,33.08430099487305,33.94595489674671,32.580313793458004,32.840436433389954,8621761
147,2008-05-12,33.08430099487305,33.32816555635615,32.352705105340554,33.08430099487305,4890395
148,2008-05-13,33.181854248046875,33.425718877089835,32.90547565818181,33.23062849690576,5056766
149,2008-05-14,33.23062515258789,33.409459636904984,32.51528942040309,32.51528942040309,2982486
150,2008-05-15,33.246891021728516,33.620815954184856,32.51529703685681,32.51529703685681,2646760
151,2008-05-16,33.50700759887695,33.60455389300175,33.100566544260154,33.490751720759356,4422288
152,2008-05-20,33.44197082519531,33.572033259875546,33.10055996614939,33.16559228603121,3464912
153,2008-05-21,33.65332794189453,34.14105720452583,32.67786941663195,32.67786941663195,3419088
154,2008-05-22,33.1981201171875,33.360696574679665,32.840453233755326,32.840453233755326,3558000
155,2008-05-23,32.64533996582031,33.45822173941398,32.5152797640785,33.0030088282347,4417028
156,2008-05-26,32.4014892578125,32.59658184874426,30.88952719080107,30.88952719080107,2605807
157,2008-05-27,31.42601776123047,32.80791679638266,31.279699480878005,32.450247928780676,3316550
158,2008-05-28,32.5803108215332,32.77540112987393,30.987061175460774,31.53982035671733,4505700
159,2008-05-29,33.116817474365234,33.490744486896304,32.157617233669676,32.921727133338194,11026212
160,2008-05-30,32.0600700378418,33.32816714089359,31.93000981423391,33.198104712202394,4023430
161,2008-06-02,30.694429397583008,32.515285789912795,30.23921419695889,31.864978045437862,4431595
162,2008-06-03,29.556396484375,30.564368808110736,29.280015731448724,30.239216018824987,6240766
163,2008-06-04,28.645971298217773,29.735231935815968,28.467136803960244,29.42633719396226,5762089
164,2008-06-05,28.59719467163086,28.808545312740193,27.63799436145574,28.613452752498272,9721099
165,2008-06-06,28.288305282592773,29.47511453823848,27.88186420978615,28.450881711715425,6317089
166,2008-06-09,27.89811897277832,28.580940775845267,26.662537817510533,27.963149095669532,6500809
167,2008-06-10,27.70302391052246,27.930632627821666,27.068976410391702,27.637993793472752,6717902
168,2008-06-11,27.83308982849121,28.288302909818558,27.637997247874484,27.96315007884652,2586175
169,2008-06-12,28.028175354003906,28.190751741357563,26.662534141249864,27.47541607801815,3244212
170,2008-06-13,27.849340438842773,28.255781368506277,27.556701646435148,27.979400654301823,4248430
171,2008-06-16,28.824798583984375,29.263753463660645,27.995658648929425,28.093204912774095,4354615
172,2008-06-17,29.686460494995117,29.914067035436293,28.32081904726429,29.23124741411276,4736084
173,2008-06-18,29.65393829345703,30.304246027470686,29.588908181580656,29.588908181580656,5055019
174,2008-06-19,29.019895553588867,29.588912983752355,28.548424409612995,29.06866979922451,4221271
175,2008-06-20,28.35332679748535,29.377559312774356,27.97940200616155,29.26375496493671,3837789
176,2008-06-23,27.36161994934082,28.223276384366578,27.085241330814252,28.125730081616712,4516050
177,2008-06-24,26.516225814819336,27.768065350690136,26.239844970250182,27.36162202423024,5238203
178,2008-06-25,25.784629821777344,26.321131178874737,25.199354210799438,26.012236391300963,3933879
179,2008-06-26,27.247806549072266,28.41835728998502,25.930937516816197,25.930937516816197,18253250
180,2008-06-27,26.04473876953125,26.922652898002145,25.89842048314712,26.33737754738257,6821283
181,2008-06-30,25.524497985839844,26.27234976637697,24.792904284135034,26.028485199142033,4596315
182,2008-07-01,23.719905853271484,25.524504556367127,22.809477460214925,25.524504556367127,6202295
183,2008-07-02,24.760385513305664,25.020508131920057,22.972045542320842,23.736155321047566,5245963
184,2008-07-03,24.110082626342773,24.760388139306396,23.411005081940182,24.54903972962652,4726793
185,2008-07-04,24.435237884521484,24.906708988673003,23.57358387366124,23.73616026854683,4862814
186,2008-07-07,24.97174072265625,25.979715318251735,24.7603922776525,24.7603922776525,5528014
187,2008-07-08,25.70333480834961,26.337382300496248,23.085852233036757,23.085852233036757,8354280
188,2008-07-09,27.491670608520508,27.605472741925873,26.044739183809053,26.044739183809053,6860769
189,2008-07-10,28.694740295410156,29.036151165482575,26.727565477453332,27.491675414992393,7216175
190,2008-07-11,27.329097747802734,29.328786428564694,27.117747121367838,28.971119699732633,6040791
191,2008-07-14,27.345348358154297,28.320808698764786,26.662528986334795,26.662528986334795,5942149
192,2008-07-15,26.207324981689453,26.955176977120903,26.01223459489248,26.6625402943835,3693378
193,2008-07-16,25.491985321044922,26.662536286192882,25.05302815784355,26.20732104193154,6973872
194,2008-07-17,26.792604446411133,26.987697066647673,26.01223837563339,26.01223837563339,5038238
195,2008-07-18,28.288305282592773,28.515911842347695,26.48370647831458,27.280330539998772,5983177
196,2008-07-21,29.881546020507812,30.060380476162265,28.304554282122943,28.776025334242334,8754188
197,2008-07-22,31.10087776184082,31.37725635881149,29.62143186659402,29.88155458527761,12631056
198,2008-07-23,33.295650482177734,33.945956000612846,31.89749317652558,32.48276858413384,12798869
199,2008-07-24,32.12510299682617,33.913443357889676,30.125414202397653,30.125414202397653,10764301
200,2008-07-25,32.190128326416016,33.230618873065715,30.970805534326377,31.78368739571947,10710381
201,2008-07-28,31.930023193359375,32.82419366931261,31.57235412094439,32.190143749569295,5533881
202,2008-07-29,30.645668029785156,31.702414975113857,30.401803350093918,31.21468561573138,5145929
203,2008-07-30,31.930023193359375,32.190143749569295,30.922048320251125,30.922048320251125,7354746
204,2008-07-31,30.808229446411133,32.48276741938698,30.40178851196309,32.48276741938698,6006517
205,2008-08-01,31.70240592956543,31.832468378007672,29.263759828464313,30.320506472274797,4699412
206,2008-08-04,31.89749526977539,32.48277071579192,31.068355238342253,31.068355238342253,4301346
207,2008-08-05,33.32817840576172,33.57204306126483,31.70241183065691,32.02756470466106,9161115
208,2008-08-06,32.48277282714844,34.514977837711974,32.255166306982034,34.514977837711974,8616591
209,2008-08-07,32.4014892578125,33.133083166180775,31.393514546471547,31.393514546471547,4809365
210,2008-08-08,31.848730087280273,32.64535413002567,31.734925707566404,32.02756239099651,4883824
211,2008-08-11,32.141361236572266,32.61283234762403,31.89749664067478,32.255165596691164,2714705
212,2008-08-12,31.588611602783203,32.51529823308007,31.34474693218763,32.35271958093216,5801276
213,2008-08-13,31.718656539916992,32.02755119894617,30.970804804052623,31.214669356720364,2754609
214,2008-08-14,30.954553604125977,31.86497964078889,30.889521282864237,31.539826854814002,2566362
215,2008-08-18,30.596887588500977,31.53982987612243,30.304250935124298,30.88952424187766,2963058
216,2008-08-19,30.027870178222656,30.726947853460626,29.41007850223491,30.54811556799301,2941144
217,2008-08-20,30.369285583496094,30.613150232681267,30.157934897818542,30.2392231142136,3319410
218,2008-08-21,30.04412269592285,30.54810991047106,29.686453781060703,30.239213027143176,4138486
219,2008-08-22,29.735219955444336,31.084604954732757,28.971112449780538,31.084604954732757,4139879
220,2008-08-25,30.060382843017578,30.46682381737805,29.84903221330008,30.46682381737805,2034227
221,2008-08-26,30.10915756225586,30.206703845815685,29.556398228861653,29.751488590897697,1489491
222,2008-08-27,29.507633209228516,30.483091939607874,29.345056754165288,30.2717434300594,4297168
223,2008-08-28,29.068662643432617,29.914058437086844,28.694735672609774,29.58890569989296,7382078
224,2008-08-29,30.271726608276367,30.385530945614086,29.45884478467288,29.58890499441621,2219080
225,2008-09-01,30.255355834960938,30.386401392507945,29.649265132280807,30.20621208453907,3417069
226,2008-09-02,31.84428596496582,31.97533148580673,30.20620362372427,30.46829688719445,5030404
227,2008-09-04,31.17267417907715,31.7460022486107,30.910580902932686,31.483908972466242,2813325
228,2008-09-05,30.484678268432617,30.82867553940658,30.140680997458663,30.795913048156347,3330688
229,2008-09-08,32.089996337890625,33.38407912156388,31.778759353718424,32.10637536081485,8377948
230,2008-09-09,32.20465850830078,32.46675174125314,31.46752254037807,32.08999424636344,3737279
231,2008-09-10,31.92619514465332,32.46676078295746,31.614958094089832,32.04085943852365,3847698
232,2008-09-11,31.07439613342285,31.778769893580023,30.82868404660677,31.778769893580023,2567354
233,2008-09-12,31.385623931884766,32.23742652976112,30.87781862245034,31.287338674931576,6093354
234,2008-09-15,29.403553009033203,30.71401747003226,28.51898994221664,30.2389745472779,6770268
235,2008-09-16,29.97688102722168,30.238974362174922,27.847376291133635,28.256896432689025,4654621
236,2008-09-17,29.206979751586914,30.402777482041298,28.830219949460247,30.402777482041298,4674190
237,2008-09-18,29.14145851135254,29.714786690195726,27.044716346013015,28.830223658624018,6603710
238,2008-09-19,30.910573959350586,31.074381942420388,29.48544361792813,29.829440826732306,9821730
239,2008-09-22,30.238967895507812,33.08922924863012,29.993255863120616,31.7787628541099,4162514
240,2008-09-23,29.878589630126953,30.55020296909753,29.3216427960252,29.878589630126953,6569683
241,2008-09-24,30.566587448120117,30.894203528917508,29.583739205727962,29.976878058327078,5730103
242,2008-09-25,29.616504669189453,30.779542316878658,28.912128691844938,30.648494538359483,10926783
243,2008-09-26,29.14145851135254,29.78031168806606,28.633655330379685,29.78031168806606,4967945
244,2008-09-29,28.060321807861328,29.976874307656008,27.519754009107597,29.976874307656008,7859964
245,2008-09-30,28.10947036743164,29.15784151310486,26.536912538027302,26.536912538027302,6616439
246,2008-10-01,29.04316520690918,29.321637462411626,27.896507032163917,28.4698372304306,3743739
247,2008-10-03,29.45269203186035,29.813068367716692,28.66641214839551,29.190598737372067,4681406
248,2008-10-06,28.846599578857422,29.485450415758237,28.25689025949187,29.12507410299319,5560277
249,2008-10-07,29.79667854309082,30.43553145881768,28.830211880794767,28.830211880794767,9928258
250,2008-10-08,29.567354202270508,29.813066231663072,27.552514228178413,28.79745784324689,9985473
251,2008-10-10,29.387170791625977,30.05878425013944,27.20852458564139,29.452695789950333,9025179
252,2008-10-13,29.97688102722168,30.206211862134907,29.33803005075306,29.534600607415232,6805621
253,2008-10-14,29.25612449645996,31.090775523649405,29.026793673508493,30.14068751172354,5099383
254,2008-10-15,29.010404586791992,29.63287411260444,28.699169823885764,29.09230858870354,5495022
255,2008-10-16,27.896520614624023,28.600896661750856,27.355954862322037,28.600896661750856,6651066
256,2008-10-17,25.799776077270508,28.66641712303756,25.423016206753434,28.469848784401226,5586092
257,2008-10-20,26.094621658325195,27.126613449995528,25.275581611819373,25.898053380236792,7922965
258,2008-10-21,26.307580947875977,27.68356817624839,25.554063444642118,26.356722476043615,8047276
259,2008-10-22,24.866060256958008,26.242047017044325,24.620348256164444,26.045478749482395,5408099
260,2008-10-23,23.653888702392578,24.472928954518054,23.293510102741816,24.243598128280695,6641370
261,2008-10-24,20.590675354003906,23.260745438668636,20.312200805488047,22.933129368315235,9905588
262,2008-10-27,19.00172996520996,20.31219379428818,17.036034221592637,20.213908562749733,12878172
263,2008-10-29,21.508005142211914,22.867611220245312,19.656972637540342,21.622669456936553,13094201
264,2008-10-31,22.88399314880371,23.58836919634388,21.75371788855227,22.638281039106044,8097887
265,2008-11-03,23.588361740112305,24.210831332536067,22.769319411561778,24.17806883955019,4951148
266,2008-11-04,24.62034797668457,24.816918463803315,23.146075988658502,23.26074025465429,4515828
267,2008-11-05,23.719411849975586,25.816156261353857,23.260747968523038,25.816156261353857,6145587
268,2008-11-06,22.93312644958496,24.48930480749533,22.45808365238961,23.260742478242218,4896229
269,2008-11-07,24.71863555908203,25.45577162284171,22.605510398873577,22.769318413042395,8250147
270,2008-11-10,25.275588989257812,25.848917189154918,24.718642039429852,25.48853857478972,3775177
271,2008-11-11,24.980731964111328,26.029102942127167,24.407403842500777,25.390252050976006,8900004
272,2008-11-12,23.932355880737305,25.521294515039163,23.637502342436612,25.521294515039163,5705390
273,2008-11-14,23.85045051574707,24.898823529565068,23.55559699422843,23.71940499991396,4038880
274,2008-11-17,24.83329963684082,25.652341922907105,22.60551021764722,25.652341922907105,5361538
275,2008-11-18,23.49007797241211,24.767779731262564,23.03141415046912,24.767779731262564,6392448
276,2008-11-19,22.9167537689209,24.325503526445534,22.621897928440482,23.588367257928006,5606729
277,2008-11-20,22.671035766601562,23.096934833235448,21.704566689178016,22.933126816287515,5080395
278,2008-11-21,24.112550735473633,24.8660682236808,21.95028354701636,22.523611732553935,8350092
279,2008-11-24,24.71863555908203,25.111774348729515,23.4900754528159,24.83329983592717,5420119
280,2008-11-25,24.112550735473633,25.275588356207635,23.9159824049341,24.980734749503878,5453771
281,2008-11-26,24.653114318847656,25.02987188596619,23.670266173193884,24.37463978886368,5246053
282,2008-11-27,24.653114318847656,24.653114318847656,24.653114318847656,24.653114318847656,0
283,2008-11-28,24.259973526000977,24.735018578586384,23.293506617458007,23.91597844900954,8464961
284,2008-12-01,24.06340789794922,25.68510709009052,23.96512262713697,24.735021323079312,5733003
285,2008-12-02,23.85045051574707,24.11254376920157,23.096933245235988,23.883213005599487,5879324
286,2008-12-03,24.571212768554688,24.88244760150399,23.342652463395265,24.07978864649092,6430656
287,2008-12-04,25.750627517700195,25.881675274108755,21.78647232308868,21.78647232308868,4648185
288,2008-12-05,25.439390182495117,26.66795027936466,24.587587626616884,24.587587626616884,5338962
289,2008-12-08,25.50491714477539,26.340338592624857,24.407404610516377,26.127389029469914,11709287
290,2008-12-10,25.095399856567383,26.700720160514688,24.735023461485405,26.700720160514688,11172070
291,2008-12-11,24.816926956176758,25.53768195260817,24.423785847406045,25.53768195260817,9867592
292,2008-12-12,24.047021865844727,24.325496374121588,23.522835340307694,24.210829877351504,9847702
293,2008-12-15,24.440168380737305,24.980736322791056,24.24360003781789,24.866069789746277,5741641
294,2008-12-16,25.373872756958008,25.685107602582832,23.26074716859249,24.571213769255404,9183505
295,2008-12-17,25.341102600097656,26.04547832393698,24.669489364544127,26.04547832393698,8720755
296,2008-12-18,26.094621658325195,26.373096162852505,24.767776338628096,24.767776338628096,12640018
297,2008-12-19,27.35594940185547,27.683565482531986,26.061866327540972,26.86452528084069,10050607
298,2008-12-22,27.372325897216797,27.60165666951078,26.422238095158352,26.422238095158352,6524631
299,2008-12-23,26.815378189086914,27.634418288561395,26.618809898286116,27.192137967918253,5151765
300,2008-12-24,26.356718063354492,27.175758207616344,22.11408833864722,22.11408833864722,13318746
301,2008-12-26,26.405868530273438,27.79823724728846,25.717875909057263,27.79823724728846,5480531
302,2008-12-29,26.962825775146484,27.17577545912213,25.88169165404631,26.700732318244928,3418418
303,2008-12-30,26.913663864135742,27.355946413448898,25.914434482872004,26.89728261753368,4868199
304,2008-12-31,27.241283416748047,27.65080352558895,26.63519498873677,27.65080352558895,4396180
305,2009-01-02,27.63442611694336,28.09309003565415,27.110241637859858,28.09309003565415,3976548
306,2009-01-05,27.011959075927734,28.09309286681353,26.667961657674617,28.09309286681353,4505326
